year,artist,count,tag
"2020","Jack Wall","23","Soundtrack"
"2020","Tycho","139","ambient"
"2020","Quima","9","null"
"2020","toe","44","post-rock"
"2020","A.L.I.S.O.N","36","chillwave"
"2020","Gramatik","22","Hip-Hop"
"2020","Covet","17","math rock"
"2020","Emil Rottmayer","38","synthwave"
"2020","Shlohmo","15","experimental"
"2020","!!!","21","electronic"
"2020","Neon Indian","13","electronic"
"2020","Muddy Monk","43","synthpop"
"2020","Washed Out","16","chillwave"
"2020","Snoop Lion","4","reggae"
"2020","Chet Faker","77","downtempo"
"2020","Hollow Clouds","5","null"
"2020","Plaid","7","idm"
"2020","Lunice","1","electronic"
"2020","Moth Equals","4","trip-hop"
"2020","Psalm Trees","3","Lo-Fi"
"2020","The Bad Plus","9","jazz"
"2020","Esbe","3","trip-hop"
"2020","Mono:Massive","4","beats"
"2020","Cortex","2","post-punk"
"2020","Tinlicker","28","electronic"
"2020","Mura Masa","57","electronic"
"2020","Harrison BDP","3","House"
"2020","Death Cab for Cutie","2","indie"
"2020","Neat Beats","2","trip-hop"
"2020","Evil Needle","8","beats"
"2020","New Order","7","new wave"
"2020","Simian Mobile Disco","13","electronic"
"2020","Tyler, the Creator & Kali Uchis & Roy Ayers","2","null"
"2020","Antwon","5","Hip-Hop"
"2020","Stardust","5","House"
"2020","Axwell","3","House"
"2020","shigge","2","dance"
"2020","Diplo","18","electronic"
"2020","Sepalot","2","Hip-Hop"
"2020","Caribou","21","electronic"
"2020","FaltyDL","3","dubstep"
"2020","Kanye West","100","Hip-Hop"
"2020","SPACEGIRL GEMMY","1","Hip-Hop"
"2020","KOAN Sound","33","dubstep"
"2020","Popeska","2","dubstep"
"2020","Soulwax","9","electronic"
"2020","Klaypex","28","dubstep"
"2020","vowl.","7","electronic"
"2020","Monsune","3","indie pop"
"2020","Immortal Beats","21","instrumental hip-hop"
"2020","George Clanton","14","chillwave"
"2020","BeardyMan","6","beatbox"
"2020","Childish Gambino","456","Hip-Hop"
"2020","Rage Against the Machine","35","rock"
"2020","Nero","56","dubstep"
"2020","Grausame Töchter","1","ebm"
"2020","El Huervo","9","electronic"
"2020","Février","3","electronic"
"2020","Pendulum","81","Drum and bass"
"2020","Subeck","2","null"
"2020","Percival","4","folk"
"2020","Thursday","2","post-hardcore"
"2020","Death from Above 1979","79","indie"
"2020","Zubin","2","emo rap"
"2020","Mr. Little Jeans","3","electropop"
"2020","Death Grips","32","Hip-Hop"
"2020","Fatoni","18","Hip-Hop"
"2020","JAY-Z","15","Hip-Hop"
"2020","Whethan","4","electronic"
"2020","Breakbot","55","electronic"
"2020","Trevor Something","33","synthwave"
"2020","Ichiko Aoba","3","singer-songwriter"
"2020","Shinichi Osawa","7","electronic"
"2020","Pearl Jam","4","Grunge"
"2020","KINDRID","9","electronic"
"2020","Tyler, the Creator, Na’kel, Jasper Dolphin, Lucas, L-Boy, Taco & Left Brain & Lee Spielman","3","null"
"2020","Tyler, The Creator & Domo Genesis & Earl Sweatshirt","2","null"
"2020","Tyler, the Creator & Mike G & Casey Veggies","3","null"
"2020","Tyler, The Creator Feat. Pharrell Williams","2","null"
"2020","Tyler, the Creator & Lætitia Sadier & Frank Ocean","2","null"
"2020","Tyler, The Creator Feat. Kali Uchis","3","null"
"2020","Tyler, the Creator, Alice Smith, & Clementine Creevy, & Leon Ware","1","null"
"2020","Tyler, The Creator & Pharrell Williams & Coco O.","1","null"
"2020","Tyler, the Creator & Kanye West & Lil Wayne","1","null"
"2020","Tyler, The Creator feat. ScHoolboy Q","1","null"
"2020","Tyler, the Creator & DāM‐FunK & Wanya Morris","1","null"
"2020","Commodo","1","dubstep"
"2020","The Deli","3","beats"
"2020","Magic Sword","4","synthwave"
"2020","The Chemical Brothers","57","electronic"
"2020","Golden Features","39","deep house"
"2020","King Gizzard & The Lizard Wizard","116","Psychedelic Rock"
"2020","The Avalanches","6","electronic"
"2020","Mick Jenkins","9","Hip-Hop"
"2020","SHOGONODO","3","beats"
"2020","Platnum","3","electronic"
"2020","Rustie","7","dubstep"
"2020","ねお","3","null"
"2020","Starship","5","80s"
"2020","Sylvester","2","Disco"
"2020","KC & The Sunshine Band","3","null"
"2020","J Dilla","4","Hip-Hop"
"2020","Bob Marley & The Wailers","7","reggae"
"2020","Placebo","6","alternative rock"
"2020","Yassin","31","Hip-Hop"
"2020","Yassin feat. Mädness","2","null"
"2020","LoneMoon","3","USA"
"2020","Nujabes","36","Hip-Hop"
"2020","Blue Sky Black Death","4","instrumental hip-hop"
"2020","The Internet","1","soul"
"2020","The Geek x Vrv","62","jazz"
"2020","Snoop Dogg","12","Hip-Hop"
"2020","Betty Ford Boys","12","Hip-Hop"
"2020","fingerspit","22","post-rock"
"2020","Stuck in the Sound","3","french"
"2020","Woodkid","3","indie"
"2020","Odd Future","2","Hip-Hop"
"2020","Andrew Bayer","1","Progressive House"
"2020","Green Day","6","punk rock"
"2020","Orchestre Lamoureux","52","Classical"
"2020","C418","24","ambient"
"2020","DeVault","4","electronic"
"2020","ZHU","7","House"
"2020","Machine Code","18","darkstep"
"2020","Long Arm","10","trip-hop"
"2020","The Prodigy","119","electronic"
"2020","Siriusmo","15","electronic"
"2020","John Frusciante","2","alternative"
"2020","The Doors","11","classic rock"
"2020","Sam Gellaitry","10","future bass"
"2020","TomppaBeats","5","beats"
"2020","Unknown Mortal Orchestra","7","Lo-Fi"
"2020","Fünf Sterne Deluxe","2","german"
"2020","aNTOJE","3","beats"
"2020","Owl Vision","22","electronic"
"2020","maxime.","4","indie pop"
"2020","Gesaffelstein","38","techno"
"2020","Birdy Nam Nam","9","turntablism"
"2020","Tommy Trash","2","House"
"2020","Simian","1","indie"
"2020","Yassin & Audio88 & Casper","1","null"
"2020","Gorillaz and Snoop Dogg and Jamie Principle","1","null"
"2020","Gorillaz Feat. George Benson","1","gorillaz"
"2020","Calvin Harris","35","electronic"
"2020","Danny Brown","10","Hip-Hop"
"2020","Black Sun Empire","9","Drum and bass"
"2020","Dankmus.","849","electronic"
"2020","Deathpact","13","Technical Death Metal"
"2020","Sabrepulse","23","8-bit"
"2020","Dubkasm","4","dub"
"2020","MANWOLVES","4","jazz"
"2020","SSIO","256","Deutschrap"
"2020","TiRon & Ayomari","5","null"
"2020","Ozzie","5","trap"
"2020","Mark Guiliana","4","jazz"
"2020","Symbiz","48","dubstep"
"2020","Easy Giant","3","null"
"2020","Eric B. & Rakim","7","Hip-Hop"
"2020","Cosmo's Midnight","4","chillwave"
"2020","weird inside","10","instrumental hip-hop"
"2020","Tame Impala","126","Psychedelic Rock"
"2020","oOoOO","5","witch house"
"2020","Girl Unit","3","dubstep"
"2020","Exmag","2","soul"
"2020","Nugat","5","Hip-Hop"
"2020","squid ethics","5","instrumental hip hop"
"2020","AJMW","4","beats"
"2020","Mac Miller","26","Hip-Hop"
"2020","EASTGHOST","7","trap"
"2020","Damu The Fudgemunk","15","instrumental hip-hop"
"2020","Kero One","5","Jazz Hop"
"2020","Jordyn Edmonds","3","USA"
"2020","OOHYO","3","electronic"
"2020","Denmark Vessey","1","Hip-Hop"
"2020","Ekali","52","trap"
"2020","Saturn Genesis","6","Hip-Hop"
"2020","Birocratic","11","Hip-Hop"
"2020","cosmicosmo","2","electronic"
"2020","Thundercat","74","funk"
"2020","Neelix","4","psytrance"
"2020","aXian","5","beats"
"2020","Purity Ring","6","electronic"
"2020","Derek Pope","6","chill"
"2020","Kaskade","4","House"
"2020","Gorillaz & Carly Simon & Kali Uchis","3","null"
"2020","Gorillaz, Kilo Kish & Zebra Katz & Imani Vonshà","2","null"
"2020","Gorillaz feat. Peven Everett","4","rock"
"2020","Gorillaz, Rag’n’Bone Man & Zebra Katz & RAY BLK","2","null"
"2020","Gorillaz feat. Jehnny Beth","2","featuring"
"2020","Gorillaz feat. Benjamin Clementine","2","featuring"
"2020","Gorillaz feat. Kali Uchis","2","null"
"2020","Gorillaz & Jamie Principle & Zebra Katz","2","null"
"2020","Gorillaz & Mavis Staples & Pusha T","2","null"
"2020","Gorillaz feat. Anthony Hamilton","2","null"
"2020","Gorillaz feat. D.R.A.M.","2","featuring"
"2020","Gorillaz feat. Grace Jones","2","null"
"2020","Gorillaz & Danny Brown & Kelela","2","null"
"2020","Gorillaz feat. De La Soul","2","feel good"
"2020","Gorillaz feat. Popcaan","2","null"
"2020","Gorillaz feat. Vince Staples","2","featuring"
"2020","A*M*E","3","pop"
"2020","DJ Mehdi","8","electro"
"2020","Courts","1","alternative"
"2020","F.O.O.L","1","electro"
"2020","Kavinsky","17","electronic"
"2020","Nikki D","4","Hip-Hop"
"2020","deadmau5 & Imogen Heap","1","null"
"2020","Robotaki","13","electronic"
"2020","deadmau5 & Wolfgang Gartner","2","null"
"2020","Simone Sommerland","1","german"
"2020","Janelle Monáe","1","soul"
"2020","Grimes","2","electronic"
"2020","Basement Jaxx","2","electronic"
"2020","The M Machine","51","electronic"
"2020","De Staat","4","rock"
"2020","Pavel Dovgal","3","electronic"
"2020","P.T. Adamczyk","1","Soundtrack"
"2020","Paul Leonard-Morgan","1","Soundtrack"
"2020","MARCIN PRZYBYLOWICZ","1","Soundtrack"
"2020","Klimeks","12","dubstep"
"2020","edo lee","2","jazzy hip hop"
"2020","Major Lazer","70","dancehall"
"2020","1788-L","3","experimental"
"2020","Mac Quayle","95","Soundtrack"
"2020","False Noise","2","neurofunk"
"2020","RIZ LA VIE","2","Hip-Hop"
"2020","K.Flay","11","Hip-Hop"
"2020","Döll","2","Hip-Hop"
"2020","SBTRKT","7","electronic"
"2020","Khalid","6","rnb"
"2020","Cobra Man","1","electronic"
"2020","Aphex Twin","42","electronic"
"2020","Benny Page","1","Drum and bass"
"2020","Joji","51","Lo-Fi"
"2020","Dexter","12","electro"
"2020","Noga Erez","28","electronic"
"2020","Bobby Raps","2","rnb"
"2020","Das Pop","4","belgian"
"2020","Anderson .Paak","23","soul"
"2020","Basenji","2","electronic"
"2020","Clem Beatz","5","french"
"2020","M83","12","electronic"
"2020","Elephant Gym","7","math rock"
"2020","Galantis","1","House"
"2020","Attlas","1","Canadian"
"2020","Röyksopp","4","electronic"
"2020","Bonobo","6","downtempo"
"2020","Rick Rubin","1","rock"
"2020","Claude VonStroke","1","minimal"
"2020","Shag Kava","1","null"
"2020","Baauer","3","trap"
"2020","TroyBoi","1","trap"
"2020","Good Times Ahead","1","moombahton"
"2020","Seneca B","2","instrumental hip-hop"
"2020","Django Django","2","psychedelic"
"2020","Lupe Fiasco","3","Hip-Hop"
"2020","K.I.Z","2","Hip-Hop"
"2020","Kenny Loggins","1","80s"
"2020","Betontod","1","deutschpunk"
"2020","Sum 41","3","punk rock"
"2020","M.I.A.","6","Hip-Hop"
"2020","257ers","1","Hip-Hop"
"2020","Knowsum","1","Hip-Hop"
"2020","Masked Man","2","Lo-Fi"
"2020","Chill Children","3","Lo-Fi"
"2020","less.people","1","Lo-Fi"
"2020","Chief.","3","beats"
"2020","Gonza","1","null"
"2020","Kupla","5","chillout"
"2020","Toonorth","2","beats"
"2020","Slim.","1","Hip-Hop"
"2020","Ian Ewing","1","chillhop"
"2020","Fractite","1","Hip-Hop"
"2020","ØDYSSEE","1","beats"
"2020","Herring Franky","1","beats"
"2020","Mura Kami","2","ambient"
"2020","Devaloop","1","instrumental hip-hop"
"2020","Borealism","1","instrumental"
"2020","Delayde","1","Lo-Fi"
"2020","blnkspc_","1","Hip-Hop"
"2020","Mommy","1","Lo-Fi"
"2020","Plusma","1","instrumental hip-hop"
"2020","Juan Rios","1","Lo-Fi"
"2020","HM SURF","1","chillhop"
"2020","digitalluc","1","Hip-Hop"
"2020","oatmello","1","Lo-Fi"
"2020","Joe Corfield","1","chillout"
"2020","Gold Panda","4","electronic"
"2020","Gil Scott-Heron","2","soul"
"2020","MssingNo","3","Grime"
"2020","Darwin Deez","2","indie"
"2020","Kool & The Gang","12","funk"
"2020","Dela","2","Hip-Hop"
"2020","IceHunt","4","United States"
"2020","Modeselektor","15","electronic"
"2020","Ivy Lab","5","Drum and bass"
"2020","Poldoore","10","downtempo"
"2020","Bassnectar","18","dubstep"
"2020","MadD3E","2","null"
"2020","SXTN","8","Hip-Hop"
"2020","Christian Nanzell","5","null"
"2020","Haftbefehl","2","Deutschrap"
"2020","Whysp","4","folk"
"2020","Halberd","1","Death/Doom Metal"
"2020","OBESØN","30","trap"
"2020","Nightime Burnout","4","electronic"
"2020","EnZU","2","electronic"
"2020","Yacht","8","electronic"
"2020","Bon Jovi","2","rock"
"2020","dead prez","20","Hip-Hop"
"2020","Harry Gregson-Williams","1","Soundtrack"
"2020","Emancipator","4","trip-hop"
"2020","Mefjus","4","Drum and bass"
"2020","Scattle","39","electronic"
"2020","Mikolai Stroinski","2","Soundtrack"
"2020","Finest Wear","4","deep house"
"2020","Joy Division","4","post-punk"
"2020","A$AP Rocky","20","Hip-Hop"
"2020","Lone","8","idm"
"2020","Televisor","5","nu-disco"
"2020","Pharoahe Monch","2","Hip-Hop"
"2020","Open Mike Eagle","7","Hip-Hop"
"2020","Despot","2","Hip-Hop"
"2020","Jade Cicada","4","electronic"
"2020","Hudson Mohawke","16","electronic"
"2020","Scott Grooves","4","deep house"
"2020","Big Wild","20","electronic"
"2020","Sia","9","female vocalists"
"2020","Benny Benassi","2","electronic"
"2020","Chaos Chaos","23","indie pop"
"2020","Demon Queen","4","Hip-Hop"
"2020","junocomplex","4","null"
"2020","TOMOKO IDA","4","Lo-Fi"
"2020","Name UL","7","Hip-Hop"
"2020","Bensley","3","Drum and bass"
"2020","Matthew Chaim","5","Hip-Hop"
"2020","Marek Hemmann","8","minimal"
"2020","anzo","2","electronic"
"2020","Lorn","5","idm"
"2020","ScHoolboy Q","6","Hip-Hop"
"2020","Basslovers United","31","dance"
"2020","Tears for Fears","102","new wave"
"2020","Tiga","7","electronic"
"2020","Proux","2","Disco"
"2020","Perturbator","2","synthwave"
"2020","Mad Zach","17","electronic"
"2020","Purple Disco Machine","6","House"
"2020","Unkwon","5","witch house"
"2020","Electric Light Orchestra","21","classic rock"
"2020","DJ Shadow","23","trip-hop"
"2020","Nokiaa","1","jazz"
"2020","jazzinuf","1","Jazz Hop"
"2020","FloFilz","1","jazz"
"2020","Manny","1","indie"
"2020","supertask","3","electronic"
"2020","Jaeden Camstra","1","Hip-Hop"
"2020","CoryaYo","3","Hip-Hop"
"2020","B-Side","2","Hip-Hop"
"2020","Illiterate","1","instrumental hip-hop"
"2020","Dream Koala","4","Lo-Fi"
"2020","XXYYXX","6","chillwave"
"2020","Marvin Gaye","16","soul"
"2020","I:Cube","1","electronic"
"2020","Henrik Freischlader","3","blues"
"2020","MGMT","69","electronic"
"2020","Spandau Ballet","2","80s"
"2020","DJ Mehdi Feat. Xanax","1","null"
"2020","Money Boy","25","swag"
"2020","The Knocks","3","electronic"
"2020","Truckfighters","1","Stoner Rock"
"2020","Des McMahon","1","trance"
"2020","Naughty By Nature","18","Hip-Hop"
"2020","Charlotte Gainsbourg","6","french"
"2020","Humble Goods","16","null"
"2020","DJ Snake","3","trap"
"2020","Bloodhound Gang","10","rock"
"2020","Wilczynski","1","beats"
"2020","Queen","93","classic rock"
"2020","Yelle","2","french"
"2020","Caesars","4","indie"
"2020","Danny Baranowsky","8","Soundtrack"
"2020","Dawn Golden","8","electronic"
"2020","Pascäal","4","chillwave"
"2020","Crazy Town","3","rapcore"
"2020","Cassius","16","House"
"2020","Vanessa Carlton","10","pop"
"2020","The Subways","13","indie rock"
"2020","KAYTRANADA","24","electronic"
"2020","LAXX","2","dubstep"
"2020","Thomas Roussel, Orchestre Lamoureux & Mr Flash","1","null"
"2020","Audio88 & Yassin","2","Hip-Hop"
"2020","Konami","2","video game music"
"2020","Dubba Jonny","2","dubstep"
"2020","Netsky feat. Diane Charlemagne","1","seen live"
"2020","Shabazz Palaces","1","Hip-Hop"
"2020","Thomas Roussel, Orchestre Lamoureux & Mr. Oizo","1","null"
"2020","Clozee","1","electronic"
"2020","Vladimir Cauchemar & Orchestre Lamoureux","1","null"
"2020","Feed Me & Jenna G","2","null"
"2020","SebastiAn feat. Charlotte Gainsbourg","1","null"
"2020","Jaden","4","Hip-Hop"
"2020","Luke Million","3","Disco"
"2020","Aoife Ní Fhearraigh","3","celtic"
"2020","Jungle","3","electronic"
"2020","The Bloody Beetroots","21","electro"
"2020","Ratatat","6","electronic"
"2020","MSTRKRFT","4","electronic"
"2020","PIXL","2","electronic"
"2020","Mndsgn","12","beats"
"2020","Upper Class","2","Hip-Hop"
"2020","Does It Offend You, Yeah?","26","electronic"
"2020","Genetikk","4","Deutschrap"
"2020","Tangerine Dream","3","electronic"
"2020","CHVRCHES","7","synthpop"
"2020","Low Roar","81","ambient"
"2020","Silent Poets Feat. Leila Adu","1","null"
"2020","Low Roar feat. Jófriður","2","null"
"2020","No Angels","3","pop"
"2020","[bsd.u]","3","instrumental hip-hop"
"2020","San Holo","21","electronic"
"2020","Ghanaian Stallion","9","countries and continents"
"2020","Ta-ku","3","Hip-Hop"
"2020","Vanilla","17","screamo"
"2020","Howling","6","electronic"
"2020","surfing","2","vaporwave"
"2020","Chee","2","Mellow"
"2020","YOTA : Youth of the Apocalypse","3","USA"
"2020","Mild Minds","4","electronic"
"2020","Molchat Doma","2","post-punk"
"2020","Against All Logic","35","electronic"
"2020","Classixx","54","electronic"
"2020","Dreamers Delight","7","chillout"
"2020","Quasimoto","4","Hip-Hop"
"2020","RL Grime","16","trap"
"2020","OddKidOut","4","electronic"
"2020","The Heavy","7","funk"
"2020","Lootpack","7","Hip-Hop"
"2020","Champagne Drip","2","dubstep"
"2020","Stoop Kids","3","Hip-Hop"
"2020","Kasbo","3","electronic"
"2020","Akira The Don","2","Hip-Hop"
"2020","DyE","7","electronic"
"2020","DJ YUNG VAMP","4","phonk"
"2020","j^p^n","6","Hip-Hop"
"2020","Seekae","12","ambient"
"2020","Prodıgy","1","electronic"
"2020","Topic","3","Hip-Hop"
"2020","Marteria","4","Deutschrap"
"2020","Brothel","3","electronic"
"2020","Valve","4","Soundtrack"
"2020","7 Minutes Dead","2","electronic"
"2020","Great Dane","4","trap"
"2020","Jerry Folk","23","Norway"
"2020","Gorillaz Snoop Dogg Jamie Principle","1","null"
"2020","Gorillaz George Benson","1","null"
"2020","The xx","2","indie"
"2020","The Neighbourhood","7","indie"
"2020","Eddie","3","mangue beat"
"2020","Macross 82-99","3","vaporwave"
"2020","Adhesive Wombat","2","electronic"
"2020","Righeira","4","80s"
"2020","Tendencies","1","trance"
"2020","ConsciousThoughts","1","vaporwave"
"2020","Brian Tyler","1","Soundtrack"
"2020","Suny Sunday","8","null"
"2020","Austenyo","5","electronic"
"2020","Myke Bogan","4","Hip-Hop"
"2020","Cro","2","Hip-Hop"
"2020","STRFKR","4","electronic"
"2020","Zamilska","2","techno"
"2020","The Glitch Mob","40","glitch"
"2020","Czarface","1","Hip-Hop"
"2020","Yuni Wa","3","vaporwave"
"2020","Eiffel 65","30","dance"
"2020","CamelPhat","4","House"
"2020","Angerfist","6","hardcore"
"2020","Led Zeppelin","4","classic rock"
"2020","LGoony","1","cloud rap"
"2020","Zes","5","chillout"
"2020","Jon Kennedy","1","downtempo"
"2020","Waveshaper","1","synthwave"
"2020","Ólafur Arnalds","3","ambient"
"2020","Matt Lange","1","Progressive House"
"2020","Spor","9","Drum and bass"
"2020","I Am Legion","12","Grime"
"2020","Smeyeul.","4","instrumental"
"2020","Tyler, the Creator & Rex Orange County & Anna of the North","1","null"
"2020","Tyler, The Creator Feat. Estelle","1","null"
"2020","Tyler, The Creator feat. Jaden Smith","1","null"
"2020","Tyler, The Creator Feat. A$AP Rocky","1","null"
"2020","Tyler, The Creator Feat. Frank Ocean","1","Hip-Hop"
"2020","Tyler, The Creator feat. Rex Orange County","1","null"
"2020","Capone","1","Drum and bass"
"2020","Declan McKenna","5","indie pop"
"2020","Traube Minze Tayfun","6","null"
"2020","K.I.Z.","8","Hip-Hop"
"2020","Lxury","8","electronic"
"2020","Jai Wolf","7","electronic"
"2020","Jesse Novak","3","Soundtrack"
"2020","Pale Waves","1","indie pop"
"2020","datfootdive","4","Hip-Hop"
"2020","JNTHN STEIN","9","trap"
"2020","Mounika.","5","beats"
"2020","Tabby","2","Hip-Hop"
"2020","Rednex","1","country"
"2020","Flux Pavilion","37","dubstep"
"2020","Rob Araujo","8","Lo-Fi Beat"
"2020","Feist","7","female vocalists"
"2020","FLOOR BABA","20","wonky"
"2020","Africa HiTech","2","dubstep"
"2020","TNGHT","3","trap"
"2020","MÄDNESS","2","Hip-Hop"
"2020","Jung Jae Il","2","Soundtrack"
"2020","Boogie Belgique","4","jazz"
"2020","Mazde","1","indie"
"2020","Linton Kwesi Johnson","3","reggae"
"2020","Black Milk","3","Hip-Hop"
"2020","Duke Dumont","2","House"
"2020","Aim","53","trip-hop"
"2020","Conte","9","indie"
"2020","Bon Iver","1","folk"
"2020","Catbeats","3","lofi"
"2020","Busta Rhymes","11","Hip-Hop"
"2020","Melody's Echo Chamber","3","dream pop"
"2020","Magnus Pålsson","7","Soundtrack"
"2020","Empire of the Sun","11","electronic"
"2020","Dinamarca","3","electronic"
"2020","Ambassadeurs","2","electronic"
"2020","Malaa","7","House"
"2020","Electric Mantis","6","electronic"
"2020","Khruangbin","1","funk"
"2020","Funk Fiction","12","Funk Rock"
"2020","Christian Löffler","1","minimal techno"
"2020","Jon Hopkins","8","ambient"
"2020","Girl Talk","8","mashup"
"2020","Roman Flügel","1","House"
"2020","Gabriela Robin","2","Soundtrack"
"2020","Light Club","2","electronic"
"2020","Busy P","14","electro"
"2020","Madeaux","2","electronic"
"2020","Bring Me the Horizon","18","deathcore"
"2020","INXS","1","rock"
"2020","The Specials","1","ska"
"2020","OFWGKTA","2","Hip-Hop"
"2020","Surkin","2","electro"
"2020","James Mercy","1","future"
"2020","Diamond Eyes","1","dubstep"
"2020","Sofi Tukker","1","dance"
"2020","Taiki & Nulight","2","null"
"2020","SCNTST","5","techno"
"2020","Snarebox","1","dubstep"
"2020","The Prototypes","4","Drum and bass"
"2020","Ayah Marar","1","electronic"
"2020","Zomboy feat. Belle Humble","1","dubstep"
"2020","Xilent feat. Shaz Sparks","3","electronic"
"2020","Tritonal feat. Cristina Soto","1","trance"
"2020","12th Planet & Antiserum","1","dubstep"
"2020","Feed Me & Gemini","1","null"
"2020","xKore","2","dubstep"
"2020","Zeds Dead","1","dubstep"
"2020","Emalkay","1","dubstep"
"2020","Linkin Park","38","rock"
"2020","Skrillex, 12th Planet & Kill The Noise","1","null"
"2020","Deadmau5 feat. Wolfgang Gartner","1","null"
"2020","Jennifer Rostock","1","german"
"2020","Sunset","2","trance"
"2020","Wilma Archer","3","jazz"
"2020","Mehnersmoos","5","Hip-Hop"
"2020","cocainejesus","6","vaporwave"
"2020","Fat Jon","5","Hip-Hop"
"2020","Verzache","2","Canadian"
"2020","Harris Heller","6","chillout"
"2020","Azet","1","nash"
"2020","Bonez MC","1","german"
"2020","Toro y Moi feat. Instupendo","1","null"
"2020","Toro y Moi feat. Wet","1","null"
"2020","Toro y Moi feat. ABRA","1","null"
"2020","Wu-Lu","11","electronic"
"2020","Tyler, the Creator feat. Tallulah","1","null"
"2020","Tyler, the Creator & Erykah Badu & Coco Owino","1","null"
"2020","Ninja Sex Party","7","comedy"
"2020","RudeManners","4","Hip-Hop"
"2020","Pretty Lights","5","electronic"
"2020","Weaver Beats","3","Hip-Hop"
"2020","DSK","2","death metal"
"2020","Masego","3","jazz"
"2020","Toro y Moi ABRA","1","null"
"2020","Monsta","1","dubstep"
"2020","Jorja Smith","1","rnb"
"2020","Scissor Sisters","5","pop"
"2020","The Bloody Beetroots feat. Tommy Lee","1","null"
"2020","Bearcubs","2","experimental"
"2020","Marcin Przybyłowicz","11","Soundtrack"
"2020","DRAE DA SKIMASK","1","phonk"
"2020","Hot Sugar","9","electronic"
"2020","Chipzel","4","chiptune"
"2020","Yolanda Be Cool","6","House"
"2020","Moby","9","electronic"
"2020","Gorillaz feat. Brandon Markell Holmes","1","rock"
"2020","Knife Party","28","dubstep"
"2020","Wandl","1","instrumental"
"2020","Dido","3","pop"
"2020","Decap","4","USA"
"2020","Darius & Finlay","5","elektro-house"
"2020","Deadmau5 feat. SOFI","1","electro"
"2020","Crystal Castles","7","electronic"
"2020","Bronson","14","hardcore"
"2020","Eprom","17","glitch"
"2020","Waveform: The MKBHD Podcast","1","podcast"
"2020","Blockhead","8","trip-hop"
"2020","JJ DOOM","10","Hip-Hop"
"2020","Halogenix","2","Drum and bass"
"2020","KIDS SEE GHOSTS","17","Hip-Hop"
"2020","Shash'U","1","Hip-Hop"
"2020","Everydayz","5","Hip-Hop"
"2020","Yann Kesz","1","instrumental hip-hop"
"2020","Green Butter","1","Jazz Hop"
"2020","Parrad","1","electronic"
"2020","Monk","1","austrian"
"2020","Pomrad","1","wonky"
"2020","De-Phazz","1","lounge"
"2020","Beat Torrent","1","electro"
"2020","TAYREEB","2","electronic"
"2020","Crazy Hertz","2","null"
"2020","Atronach's Aura","2","electronic"
"2020","Audrey Nuna","1","Hip-Hop"
"2020","Nvdes","3","indie"
"2020","NxxxxxS","55","vaporwave"
"2020","Vince Staples","11","Hip-Hop"
"2020","Panama","5","electronic"
"2020","Ram Jam","1","classic rock"
"2020","Spiderbait","2","rock"
"2020","Black Sabbath","36","heavy metal"
"2020","RITCHRD","2","beats"
"2020","マクロスMACROSS 82-99","1","vaporwave"
"2020","Talib Kweli","10","Hip-Hop"
"2020","INÜIT","4","indie"
"2020","Posij","32","dubstep"
"2020","Dillon Francis","15","moombahton"
"2020","Corbin","5","cloud rap"
"2020","BSN Posse","3","Juke"
"2020","Declaime","3","Hip-Hop"
"2020","Talstrasse 3-5","5","House"
"2020","Blood Orange","2","chillwave"
"2020","Proxima","1","Drum and bass"
"2020","Maribou State","4","ambient"
"2020","Swell","3","Lo-Fi"
"2020","John B","7","Drum and bass"
"2020","Dubson","1","House"
"2020","Moe Shop","9","future funk"
"2020","Corporate","3","pop"
"2020","Watermät","2","House"
"2020","Chase & Status","2","Drum and bass"
"2020","clipping.","11","Hip-Hop"
"2020","Pink Guy","1","Hip-Hop"
"2020","Jupiter","2","electronic"
"2020","From Autumn to Ashes","5","metalcore"
"2020","High on Fire","1","stoner metal"
"2020","Venom","1","black metal"
"2020","The Bled","1","hardcore"
"2020","Fall Out Boy","2","pop punk"
"2020","Mastodon","19","Progressive metal"
"2020","Senses Fail","2","emo"
"2020","Strike Anywhere","2","melodic hardcore"
"2020","Prefuse 73","1","electronic"
"2020","Alkaline Trio","2","punk"
"2020","The God Awfuls","1","punk"
"2020","The Riverboat Gamblers","1","punk"
"2020","Public Enemy","10","Hip-Hop"
"2020","The Faint","1","indie"
"2020","Frank Black","1","alternative"
"2020","Dropkick Murphys","2","punk"
"2020","Saves the Day","3","emo"
"2020","Emanuel","1","post-hardcore"
"2020","Thrice","6","post-hardcore"
"2020","Good Riddance","1","punk rock"
"2020","Mötley Crüe","4","hard rock"
"2020","Bobot Adrenaline","1","pop punk"
"2020","The Network","1","new wave"
"2020","Sham 69","1","punk"
"2020","Lil Silva","9","uk funky"
"2020","300ZX Z31","4","null"
"2020","Youandewan","3","deep house"
"2020","21 Savage","4","trap"
"2020","Bakar","3","french rap"
"2020","TLC","3","rnb"
"2020","Nick Leng","4","electronic"
"2020","KMB","3","electronic"
"2020","Puppet","3","electronic"
"2020","Malibu Ken","3","Hip-Hop"
"2020","Dessert","1","japanese"
"2020","Bad Snacks","4","instrumental hip hop"
"2020","Aperture Science Psychoacoustics Laboratory","2","Soundtrack"
"2020","Travis Scott","7","Hip-Hop"
"2020","Blur","5","britpop"
"2020","Gum","4","experimental"
"2020","BINKBEATS","1","electronic"
