day,count,artist,track
"11/8/2018","18","Frank Ocean","Biking"
"11/6/2018","26","C418","Kyoto"
"11/5/2018","16","Gorillaz","The Sounder - Edit"
"11/5/2018","16","Tyler, the Creator","Enjoy Right Now, Today"
"10/28/2018","27","Gorillaz","November Has Come"
"10/28/2018","28","The Gaslamp Killer","In The Dark (Part Two)"
"10/28/2018","15","Trevor Something","Leave"
"10/25/2018","23","Flume","Sleepless feat. Twin Shadow & Jezzabell Doran"
"10/22/2018","45","Trevor Something","A Man With No Face"
"10/22/2018","17","Audio88","Das letzte Lied"
"10/22/2018","18","Noisia","The Approach (Reprise)"
"10/22/2018","15","Gorillaz","Demon Days"
"10/22/2018","21","Sebastian","Organia"
"10/21/2018","18","Tyler, the Creator","SMUCKERS"
"10/17/2018","42","Frank Ocean","Forrest Gump"
"10/17/2018","19","Mord Fustang","Fabricated - Extended Mix"
"10/15/2018","17","Trevor Something","Leave"
"10/15/2018","19","C418","Droopy Likes Your Face"
"10/14/2018","19","Boards of Canada","Reach for the Dead"
"10/14/2018","15","Tyler, the Creator","Fish"
"10/13/2018","19","Kollektiv Turmstrasse","Addio Addio - Original"
"10/13/2018","18","Mos Def","May-December"
"10/13/2018","17","Justice","D.A.N.C.E. x Fire x Safe and Sound (WWW)"
"10/12/2018","28","Flume","Insane feat. Moon Holiday (L D R U Remix)"
"10/12/2018","15","KAYTRANADA","Bullets"
"10/12/2018","22","Tyler, the Creator","BLOW MY LOAD - Instrumental"
"10/12/2018","53","Frank Ocean","Futura Free"
"10/11/2018","18","Frank Ocean","Provider"
"10/5/2018","18","Tyler, the Creator","PEACH FUZZ"
"10/4/2018","43","Tyler, the Creator","OKRA"
"10/3/2018","29","Tyler, the Creator","Garbage"
"9/30/2018","17","Earl Sweatshirt","Knight"
"9/27/2018","15","Tyler, the Creator","Enjoy Right Now, Today"
"9/23/2018","21","Tyler, the Creator","November"
"9/22/2018","15","Frank Ocean","Lens"
"9/16/2018","22","Frank Ocean","Futura Free"
"9/15/2018","15","Frank Ocean","Chanel"
"9/13/2018","21","Frank Ocean","Lens"
"9/13/2018","22","M83","Outro"
"9/12/2018","34","Frank Ocean","Moon River"
"9/10/2018","31","Tyler, the Creator","See You Again"
"9/8/2018","33","Tyler, the Creator","Garbage"
"9/8/2018","26","Frank Ocean","Chanel"
"9/6/2018","33","Tyler, the Creator","911 / Mr. Lonely"
"9/5/2018","30","Suff Daddy","Flanelly"
"9/4/2018","19","Tyler, the Creator","See You Again"
"9/3/2018","32","Flume","Some Minds"
"9/3/2018","17","Yung Hurn","Skrrt Skrrt - Prod. Lex Lugner"
"8/31/2018","20","Tyler, the Creator","Enjoy Right Now, Today"
"8/28/2018","44","Tyler, the Creator","I Ain't Got Time!"
"8/24/2018","15","Justice","Randy (WWW)"
"8/23/2018","28","Tyler, the Creator","Garden Shed"
"8/22/2018","43","Tyler, the Creator","Boredom"
"8/20/2018","19","Tyler, the Creator","See You Again"
"8/19/2018","20","Tyler, the Creator","Garden Shed"
"8/4/2018","19","Yung Hurn","Bist Du alleine."
"8/4/2018","17","Logic","The Incredible True Story"
"8/2/2018","25","Flume","Fantastic"
"7/28/2018","20","KIDS SEE GHOSTS","4th Dimension"
"7/27/2018","19","KIDS SEE GHOSTS","Feel the Love"
"7/23/2018","18","Home","Odyssey"
"7/22/2018","21","Burial","Dog Shelter"
"7/20/2018","16","The Geek x Vrv","LA 97'"
"7/20/2018","49","Yung Hurn","Bist Du alleine."
"7/16/2018","22","Burial","Wounder"
"7/15/2018","20","Burial","Ghost Hardware"
"7/12/2018","22","The Geek x Vrv","I Don't Wanna Know (feat. Mirror Signal) - 20syl Remix"
"7/11/2018","15","Brock Berrigan","Three AM"
"7/11/2018","16","Feed Me","Last Requests"
"7/10/2018","24","Home","Climbing Out"
"7/5/2018","18","Gorillaz","Stylo (Feat. Mos Def And Bobby Womack)"
"6/29/2018","17","Gorillaz","Humility (feat. George Benson)"
"6/11/2018","18","Kanye West","Ghost Town"
"6/9/2018","15","Madvillain","Money Folder"
"5/31/2018","18","SSIO","Meine Freunde - Bonus Track"
"5/14/2018","16","Yung Hurn","Sie schauen"
"5/13/2018","18","Mura Masa","...Girl"
"5/11/2018","26","Sebastian","Golden Skans (Sebastian Remix)"
"5/9/2018","19","Yung Hurn","Sie schauen"
"5/8/2018","19","Yung Hurn","Du lügst"
"5/7/2018","26","Yung Hurn","GGGut"
"5/5/2018","18","Yung Hurn","FDP"
"5/1/2018","27","Marsimoto","Trippin"
"4/29/2018","31","Gorillaz","5/4"
"4/28/2018","15","Brock Berrigan","Joy She Brings"
"4/13/2018","34","Chrome Sparks","Rocket"
"4/9/2018","39","Brock Berrigan","September 22nd"
"3/22/2018","18","Yung Hurn","Popo"
"3/22/2018","18","Solar Fields","Plastic"
"2/28/2018","20","Brock Berrigan","Diamond in the Rough"
"2/24/2018","23","Logic","Everybody"
"2/23/2018","28","Logic","Im Gone"
"2/22/2018","18","Brock Berrigan","Four Walls and an Amplifier"
"2/21/2018","16","Logic","Innermission"
"2/18/2018","18","Logic","1-800-273-8255"
"2/18/2018","27","Brock Berrigan","Point Pleasant"
"2/15/2018","39","Logic","Like Woah"
"2/14/2018","61","Logic","Gang Related"
"2/13/2018","98","Logic","Like Woah"
"2/12/2018","17","Logic","Upgrade"
"2/12/2018","22","Home","On The Way Out"
"2/12/2018","24","Letherette","In July Focus"
"2/9/2018","17","MGMT","Little Dark Age"
"2/7/2018","17","AllttA","The Woods"
"2/6/2018","30","AllttA","Connery - Instrumental"
"2/5/2018","18","Home","Resonance"
"2/3/2018","20","AllttA","Paradise Lost"
"2/3/2018","16","Flume","Left Alone (feat. Chet Faker)"
"2/1/2018","44","AllttA","Bucket - 20syl Remix"
"1/30/2018","18","Jakey","Medium"
"1/28/2018","20","Chrome Sparks","Zzzzzz"
"1/28/2018","35","Kanye West","New Slaves"
"1/26/2018","18","Flume","On Top (feat. T.Shirt)"
"1/25/2018","20","Flume","Heater"
"1/25/2018","33","Tycho","Epoch"
"1/24/2018","17","Logic","The Incredible True Story"
"1/23/2018","18","Camo & Krooked","Lost In The Future"
"12/30/2017","21","Jakey","Medium"
"12/29/2017","19","Jakey","Saintlike"
"12/28/2017","17","Audio88","Über Liebe - Suff Daddy & The Lunchbirds Version"
"12/11/2017","20","Brock Berrigan","Reading Rambo"
"11/27/2017","21","AllttA","Zebulon (fg. IX)"
"11/22/2017","19","Mos Def","May-December"
"11/20/2017","15","Mos Def","Got"
"10/31/2017","19","The Bloody Beetroots","Frantic (Bonus Track)"
"10/29/2017","21","AllttA","Under The Water (Fg. IV)"
"10/24/2017","17","Justice","D.A.N.C.E."
"10/21/2017","17","Justice","Planisphere (Final)"
"10/18/2017","33","Justice","New Lands - Falcon Remix"
"10/14/2017","21","AllttA","Connery"
"10/11/2017","26","AllttA","Choo Choo (fg. III)"
"10/10/2017","30","AllttA","Million Dreams"
"10/1/2017","23","Audio88","Schellen"
"9/29/2017","15","AllttA","Drugs"
"9/26/2017","36","Audio88","Totmacher"
"9/19/2017","17","OVERWERK","Reflect"
"8/31/2017","16","Madvillain","All Caps"
"8/25/2017","16","Brock Berrigan","Hazel Part Two"
"7/16/2017","16","Aesop Rock","Daylight"
"7/14/2017","43","Brock Berrigan","The Celebration Song"
"7/9/2017","34","Brock Berrigan","Joy She Brings"
"7/8/2017","26","Brock Berrigan","Split Decision"
"6/25/2017","16","Gorillaz","Andromeda (feat. D.R.A.M.)"
"6/10/2017","15","Mr. Oizo","Useless"
"6/5/2017","21","Danger","10:00"
"6/3/2017","18","Danger","10:00"
"5/26/2017","22","Audio88","Lied vom Tod auf dem Theremin (feat. Doz9)"
"5/19/2017","21","Madvillain","All Caps"
"5/19/2017","18","AllttA","The Woods"
"5/15/2017","16","AllttA","Paradise Lost"
"5/7/2017","18","AllttA","Holy Toast"
"5/3/2017","24","Gorillaz","Don't Get Lost in Heaven"
"5/2/2017","35","Gorillaz","Rhinestone Eyes"
"4/30/2017","21","Gorillaz","Stylo (Feat. Mos Def And Bobby Womack)"
"4/29/2017","40","Gorillaz","Strobelite (feat. Peven Everett)"
"4/29/2017","19","Boards of Canada","Happy Cycling"
"4/28/2017","30","Gorillaz","Saturnz Barz (feat. Popcaan) - Banx & Ranx Remix"
"4/23/2017","24","Madvillain","Eye"
"4/22/2017","19","Gorillaz","Don't Get Lost In Heaven - Live At Manchester Opera House"
"4/15/2017","15","Madvillain","Hardcore Hustle"
"4/14/2017","41","Gorillaz","Fire Coming Out of the Monkey's Head"
"4/12/2017","17","AllttA","Paradise Lost"
"4/11/2017","16","AllttA","Paradise Lost"
"4/10/2017","25","Gorillaz","We Got The Power (feat. Jehnny Beth) - Claptone Remix"
"4/7/2017","28","Gorillaz","DARE"
"4/4/2017","24","Gorillaz","Feel Good Inc - Live At Manchester Opera House"
"3/30/2017","16","Gorillaz","Andromeda (feat. D.R.A.M.)"
"3/26/2017","16","Gorillaz","El Mañana"
"3/18/2017","17","Audio88","Das letzte Lied"
"3/10/2017","38","Jack Wall","Suicide Mission"
"3/9/2017","21","Uppermost","The Core"
"3/7/2017","16","The M Machine","Honeybucket"
"2/28/2017","30","The M Machine","Heart Sandwich"
"2/26/2017","15","Flume","Tiny Cities"
"1/18/2017","23","Gorillaz","Latin Simone - Live At Manchester Opera House"
"1/18/2017","17","Symbiz","Fragile"
"1/3/2017","21","Tycho","Elegy"
"12/31/2016","18","Noisia","Into Dust"
"12/10/2016","53","Feed Me","Different World"
"11/26/2016","18","Madeon","Only Way Out"
"11/22/2016","18","The Gaslamp Killer","In the Dark..."
"11/15/2016","24","The Gaslamp Killer","In the Dark..."
"11/11/2016","15","Noisia","Miniatures"
"10/29/2016","21","Madvillain","Rhinestone Cowboy"
"10/27/2016","21","Madvillain","Raid"
"10/27/2016","18","Aesop Rock","Cycles To Gehenna"
"10/25/2016","18","Madvillain","Great Day"
"10/22/2016","19","Madvillain","Great Day"
"10/20/2016","16","Madvillain","Figaro"
"10/19/2016","21","Madvillain","All Caps"
"8/21/2016","20","Mat Zo","Little Damage"
"8/19/2016","26","Mat Zo","Ruffneck Bad Boy (VIP)"
"8/18/2016","20","Mat Zo","Caller ID"
"7/30/2016","17","Brock Berrigan","Why the Funk Not"
"7/29/2016","21","Brock Berrigan","The Celebration Song"
"7/19/2016","18","Tycho","Plains"
"7/18/2016","17","Audio88","Weshalb ich Menschen nicht mag"
"7/16/2016","15","Audio88","Der Rest der Band stellt sich vor"
"6/10/2016","32","Audio88","Mann im Mond"
"4/28/2016","18","Protoje","Criminal"
"4/21/2016","15","Fresh Dumbledore","Neulich im Büro"
"3/21/2016","22","Lance Butters","Puff Puff Pass"
"3/8/2016","15","Kanye West","Drunk and Hot Girls"
"3/7/2016","25","Symbiz","All Alone"
"2/28/2016","16","Gorillaz","Mutant Genius"
"2/21/2016","19","Gorillaz","Stylo (Radio Edit) [feat. Mos Def and Bobby Womack]"
"2/14/2016","52","Gorillaz","November Has Come"
"2/10/2016","17","SSIO","Halb Mensch, halb Nase"
"1/29/2016","15","Audio88","ein besserer Mensch (Elefantenherz remix)"
"1/29/2016","17","Burial","Raver"
"1/26/2016","22","Audio88","Ende"
"1/25/2016","15","Audio88","Kirmes"
"1/17/2016","16","Audio88","Mann im Mond"
"1/12/2016","19","Moderat","Let in the Light"
"12/28/2015","16","Audio88","Kirmes"
"12/21/2015","34","Audio88","Propheten"
"12/2/2015","24","Jan Böhmermann","Förderschulklassenfahrt 2, Teil 7"
"11/26/2015","16","Symbiz","Down Under"
"11/18/2015","35","Kill Paris","The Walk"
"11/14/2015","16","Daft Punk","Indo Silver Club"
"11/5/2015","16","Audio88","Menschen wie ich"
"9/24/2015","15","Audio88","Die Welt dreht sich weiter"
"9/21/2015","17","Audio88","Mach kaputt"
"9/20/2015","25","Flume","Space Cadet"
"9/16/2015","18","Audio88","Hundestammbaum"
"9/15/2015","17","Audio88","Mann im Mond"
"8/30/2015","16","Flume","Star Eyes"
"8/28/2015","15","deadmau5","The 16th Hour"
"8/28/2015","15","Flume","Star Eyes"
"8/23/2015","15","Camo & Krooked","Helios"
"8/17/2015","15","Digitalism","Anything New"
"8/10/2015","18","Aphex Twin","4 bit 9d api+e+6 [126.26]"
"8/7/2015","15","Audio88","Der Rest der Band stellt sich vor"
"8/7/2015","17","I Am Legion","Farrda - Alix Perez Remix"
"8/3/2015","16","Feed Me","Ebb & Flow"
"7/21/2015","15","Camo & Krooked","Dreamcatcher"
"7/18/2015","21","Giraffage","Money"
"7/15/2015","16","Mord Fustang","The Majestic - Original Mix"
"7/12/2015","17","DAT ADAM","700 Main St"
"7/9/2015","19","DAT ADAM","700 Main St"
"7/5/2015","22","Does It Offend You, Yeah?","With A Heavy Heart (I Regret To Inform You)"
"7/5/2015","16","Knife Party","Kaleidoscope"
"6/22/2015","27","Jack Ü","Take Ü There (feat. Kiesza) - Missy Elliott Remix Bonus Track"
"6/12/2015","15","Jamie xx","Gosh"
"6/11/2015","15","Jamie xx","Obvs"
"6/9/2015","18","RL Grime","Scylla"
"6/9/2015","15","Jamie xx","Just Saying"
"6/7/2015","17","RL Grime","Always"
"6/2/2015","23","M83","Klaus I Love You"
"6/1/2015","27","Nero","Satisfy"
"5/27/2015","27","Jack Ü","Mind (feat. Kai)"
"5/24/2015","28","Jack Ü","Jungle Bae (feat. Bunji Garlin & MX Prime)"
"5/18/2015","16","Symbiz","Link Up! (Skit)"
"5/1/2015","15","Giraffage","Feels"
"4/28/2015","25","Sebastian","Love In Motion - feat. Mayer Hawthorne [Skrillex's Funkt-Out Mix]"
"4/27/2015","20","deadmau5","Bleed"
"3/27/2015","15","Feed Me","Last Requests"
"3/24/2015","17","Madeon","Pay No Mind"
"3/1/2015","15","Carpenter Brut","Division Ruine"
"2/28/2015","18","Spor","The Hole Where Your House Was"
"2/24/2015","17","deadmau5","The Veldt (feat. Chris James) [8 Minute Edit]"
"2/24/2015","16","Spor","Full Colour"
"2/23/2015","20","Spor","If You Cry"
"2/22/2015","25","Spor","Always Right Never Left"
"2/4/2015","18","M83","Midnight City"
"1/18/2015","18","Justice","D.A.N.C.E. (MSTRKRFT Remix)"
"1/17/2015","15","Giraffage","Home"
"1/16/2015","28","Sebastian","Smoking Kills"
"1/6/2015","15","Wolfgang Gartner","Menage A Trois"
"12/19/2014","16","Giraffage","Polar Bear"
"12/14/2014","40","Giraffage","ORGSM"
"12/11/2014","16","Daft Punk","Rinzler (Kaskade remix)"
"12/10/2014","25","Giraffage","Before"
"12/9/2014","36","Giraffage","Home"
"12/8/2014","22","Giraffage","A Bird In Hand"
"12/7/2014","34","Giraffage","Luv"
"12/6/2014","18","The Chemical Brothers","Horse Power"
"11/24/2014","17","Sabrepulse","First Crush"
"11/18/2014","27","The Prodigy","Shoot Down"
"11/17/2014","16","Danger","88:88"
"11/17/2014","38","Gorillaz","New Genious (Brother)"
"11/16/2014","16","Danger","1:42"
"11/14/2014","19","Knife Party","Reconnect"
"11/11/2014","20","Boys Noize","Starwin"
"11/10/2014","17","Kanye West","Blood on the Leaves"
"11/7/2014","23","Death from Above 1979","The Physical World"
"11/6/2014","18","Girl Talk","Let It Out"
"11/6/2014","21","Kanye West","POWER"
"11/4/2014","20","Justice","Waters Of Nazareth (Live Remake)"
"11/3/2014","19","The Glitch Mob","I Need My Memory Back"
"10/30/2014","23","The Chemical Brothers","Hold Tight London"
"10/23/2014","17","Digitalism","TV TV"
"10/17/2014","16","Sebastian","Mean Games (Interlude)"
"10/14/2014","15","Porter Robinson","Fellow Feeling"
"10/12/2014","18","Sebastian","Untitled2"
"10/4/2014","20","Knife Party","Resistance"
"10/3/2014","15","Knife Party","Resistance"
"9/29/2014","16","Feed Me","Onstuh"
"9/27/2014","16","Feed Me","Chinchilla"
"9/27/2014","17","Porter Robinson","Fresh Static Snow"
"9/25/2014","32","Porter Robinson","Fellow Feeling"
"9/23/2014","18","Porter Robinson","Fellow Feeling"
"9/21/2014","17","Digitalism","Jupiter Room (Planetary Lobby Version)"
"9/18/2014","23","Death from Above 1979","Always On"
"9/17/2014","18","Death from Above 1979","Cheap Talk"
"9/12/2014","24","Death from Above 1979","Nothin' Left"
"9/11/2014","33","Death from Above 1979","Right On, Frankenstein!"
"9/10/2014","39","Death from Above 1979","Crystal Ball"
"9/9/2014","20","Death from Above 1979","Crystal Ball"
"9/5/2014","33","Gorillaz","Kids With Guns"
"9/1/2014","25","Gesaffelstein","Trans"
"8/26/2014","20","Feed Me","No Grip"
"8/20/2014","18","Porter Robinson","Lionhearted"
"8/15/2014","21","Sebastian","Intro"
"8/11/2014","29","Kanye West","Stronger"
"8/6/2014","18","Daft Punk","Too Long"
"7/31/2014","23","Tycho","A Walk"
"7/27/2014","16","3kliksphilip","Lies"
"7/27/2014","17","Sebastian","Tetra"
"7/21/2014","19","Com Truise","Futureworld"
"7/20/2014","24","deadmau5","Seeya"
"7/18/2014","18","I Am Legion","Powerplay"
"7/16/2014","15","Mark Ronson & The Business Intl","The Night Last Night"
"7/15/2014","30","Noisia","Diplodocus (Kill The Noise Remix)"
"7/15/2014","22","Nero","Choices"
"7/14/2014","16","Flux Pavilion","I Feel It"
"7/14/2014","16","Camo & Krooked","Change Me"
"7/14/2014","18","Sebastian","Night (Interlude)"
"7/11/2014","16","Boys Noize","Distant Lover"
"7/11/2014","15","Camo & Krooked","Dreamcatcher"
"7/9/2014","21","Feed Me","No Grip"
"7/8/2014","27","Noisia","Running Blind"
"7/2/2014","26","Justice","D.A.N.C.E. (MSTRKRFT Remix)"
"7/2/2014","18","I Am Legion","Foil"
"7/1/2014","19","Boards of Canada","Music Is Math"
"6/27/2014","34","Uppermost","Satellite"
"6/23/2014","16","Uppermost","Energy"
"6/22/2014","18","Camo & Krooked","Get Dirty"
"6/22/2014","16","Danger","1:42"
"6/22/2014","18","Machine Code","Reptile (Mindscape Rmx)"
"6/22/2014","16","Gesaffelstein","Perfection"
"6/20/2014","20","deadmau5","Seeya"
"6/19/2014","15","Machine Code","Others"
"6/18/2014","20","Machine Code","Drunken Master"
"6/17/2014","15","deadmau5","Superbia"
"6/17/2014","16","Jackson and His Computerband","Arpeggio"
"6/16/2014","19","Sebastian","Prime"
"6/16/2014","17","Linkin Park","Lies Greed Misery"
"6/15/2014","15","The Prodigy","Piranha"
"6/14/2014","19","The Prodigy","You Will Be Under My Wheels"
"6/14/2014","21","Sebastian","Doggg"
"6/13/2014","19","I Am Legion","Loose on the Leaves"
"6/12/2014","18","I Am Legion","Sunken Submarine"
"6/11/2014","17","Monsta","Where Did I Go? (Dillon Francis & Kill Paris Remix)"
"6/11/2014","15","Uppermost","The Core"
"6/6/2014","24","Sebastian","Embody (Kavinsky Remix)"
"6/4/2014","18","Noisia","My World (Posij Remix)"
"6/4/2014","16","Sebastian","Tetra"
"6/3/2014","20","Noisia","Stigma"
"6/2/2014","16","Kanye West","All of the Lights"
"6/2/2014","19","Sebastian","Yes"
"6/2/2014","18","Justice","New Lands (Sebastian Remix)"
"6/1/2014","19","Uppermost","Energy"
"6/1/2014","16","Sebastian","Water Games (Interlude)"
"5/28/2014","16","Sebastian","Motor"
"5/27/2014","16","Burial","Rival Dealer"
"5/23/2014","28","Uppermost","Passion"
"5/23/2014","17","Sebastian","Yes"
"5/22/2014","17","The Prodigy","Medusa's Path"
"5/21/2014","23","Uppermost","Left Unsaid"
"5/20/2014","26","Sebastian","Embody"
"5/19/2014","16","Danger","22h39"
"5/16/2014","37","Nero","Satisfy"
"5/16/2014","23","The Bloody Beetroots","Out of Sight"
"5/13/2014","19","Justice","Presence"
"5/12/2014","20","Mark Ronson & The Business Intl","Circuit Breaker"
"5/11/2014","16","The Prodigy","Take Me to the Hospital"
"5/11/2014","15","Madeon","The Night Out (Madeon Remix)"
"5/10/2014","16","I Am Legion","Foil"
"5/7/2014","22","Uppermost","The Norm"
"5/6/2014","24","The Prodigy","Girls"
"5/5/2014","20","Skrillex","Scary Monsters and Nice Sprites (Noisia remix)"
"5/5/2014","36","Uppermost","Satellite"
"5/2/2014","18","The Bloody Beetroots","Anacletus"
"5/1/2014","21","Sebastian","Doggg"
"5/1/2014","23","Noisia","Stigma (Neosignal Remix)"
"4/30/2014","17","Digitalism","Departure From Cairo"
"4/29/2014","16","Danger","1:42"
"4/27/2014","15","Nero","Departure"
"4/25/2014","27","Sebastian","Momy"
"4/25/2014","24","Uppermost","Fly"
"4/24/2014","21","Kill Paris","Falling In Love Again"
"4/23/2014","35","Boys Noize","XTC (The Chemical Brothers remix)"
"4/23/2014","18","Camo & Krooked","Reincarnation"
"4/22/2014","28","Skrillex","First of the Year (Equinox)"
"4/22/2014","16","Uppermost","Energy"
"4/21/2014","18","Uppermost","Fly"
"4/18/2014","17","Camo & Krooked","Armageddon"
"4/16/2014","22","Kanye West","Lost in the World"
"4/14/2014","18","Tycho","A Walk"
"4/13/2014","21","Sebastian","Doggg"
"4/11/2014","15","Uppermost","Human"
"4/11/2014","24","Sebastian","Holloback"
"4/9/2014","23","Digitalism","Zdarlight"
"4/8/2014","21","Uppermost","Mistakes"
"4/8/2014","31","Camo & Krooked","Portal"
"4/7/2014","23","Uppermost","Satellite"
"4/6/2014","23","Uppermost","The Norm"
"4/6/2014","22","Sebastian","Doggg"
"4/5/2014","17","Uppermost","Faster"
"4/2/2014","16","Kanye West","Lost in the World"
"3/31/2014","23","Justice","D.A.N.C.E. (MSTRKRFT Remix)"
"3/31/2014","20","Burial","Raver"
"3/31/2014","16","Nero","Angst"
"3/30/2014","41","Uppermost","Destination"
"3/30/2014","22","Sebastian","Doggg"
"3/29/2014","26","Death from Above 1979","Little Girl"
"3/29/2014","20","deadmau5","Strobe"
"3/28/2014","34","Uppermost","Blasted"
"3/26/2014","16","Daft Punk","Alive"
"3/26/2014","32","I Am Legion","Foil"
"3/25/2014","18","Kanye West","Lost in the World"
"3/23/2014","18","Gesaffelstein","Viol"
"3/23/2014","20","Uppermost","Different"
"3/23/2014","17","Nero","Reaching Out"
"3/20/2014","22","Uppermost","Destination"
"3/19/2014","41","Uppermost","Faster"
"3/18/2014","15","Uppermost","Gather"
"3/15/2014","15","Awesome Snakes","Venom"
"3/13/2014","40","Skrillex","Scary Monsters and Nice Sprites"
"3/12/2014","29","Gorillaz","White Light"
"3/10/2014","21","Sebastian","Smoking Kills"
"3/9/2014","16","Awesome Snakes","You Don't Like Snakes, I Don't Like You"
"3/8/2014","41","Justice","On'n'on"
"3/7/2014","24","Boys Noize","Missile"
"3/6/2014","15","Kanye West","Monster"
"3/6/2014","16","Burial","Endorphin"
"3/5/2014","21","Kanye West","So Appalled"
"3/5/2014","34","Sebastian","Doggg"
"3/3/2014","25","Kanye West","Blame Game"
"3/2/2014","21","Noisia","Tommy's Theme"
"2/27/2014","18","Neosignal","Das Diktat"
"2/27/2014","27","Kanye West","Bound 2"
"2/26/2014","19","Tycho","Epigram"
"2/25/2014","19","Digitalism","Encore"
"2/24/2014","27","Sebastian","Momy"
"2/24/2014","28","Awesome Snakes","P.O.S. Vs. Awesome Snakes"
"2/23/2014","16","Awesome Snakes","These Snakes Get High!"
"2/22/2014","20","Awesome Snakes","You Don't Like Snakes, I Don't Like You"
"2/22/2014","19","Sebastian","Night (Interlude)"
"2/21/2014","30","Awesome Snakes","The Future Of The Snake Industry"
"2/20/2014","18","edIT","Fire Riddim"
"2/20/2014","50","Awesome Snakes","The Future Of The Snake Industry"
"2/19/2014","16","Awesome Snakes","It Would Be Awesome If We Weren't Here"
"2/18/2014","17","Digitalism","Fahrenheit 32"
"2/15/2014","15","I Am Legion","Powerplay"
"2/14/2014","15","Neosignal","Das Diktat"
"2/12/2014","23","Sebastian","Doggg"
"2/11/2014","15","The Glitch Mob","Starve the Ego, Feed the Soul"
"2/10/2014","22","Sebastian","Doggg"
"2/9/2014","15","Nero","Won't You (Be There)"
"2/6/2014","22","The Glitch Mob","Palace Of The Innocents"
"2/5/2014","26","The Glitch Mob","Palace Of The Innocents"
"2/2/2014","26","Digitalism","Jupiter Room (Planetary Lobby Version)"
"1/5/2014","17","I Am Legion","Foil"
"12/30/2013","17","The Bloody Beetroots","Runaway"
"12/29/2013","16","Skrillex","Doompy Poomp"
"12/29/2013","25","Sebastian","Tough Games (Interlude)"
"12/28/2013","35","Camo & Krooked","Menace"
"12/17/2013","43","Justice","DVNO"
"12/17/2013","17","I Am Legion","Loose on the Leaves"
"12/17/2013","38","Gorillaz","Doyathing"
"12/16/2013","15","Gorillaz","Last Living Souls"
"12/16/2013","15","The Glitch Mob","Palace Of The Innocents"
"12/12/2013","24","Gesaffelstein","Hate or Glory"
"11/25/2013","26","Gesaffelstein","Perfection"
"11/24/2013","16","Gesaffelstein","Perfection"
"11/23/2013","16","Sebastian","Walkman"
"11/22/2013","20","Sebastian","Total"
"11/20/2013","16","Justice","Canon"
"11/16/2013","23","Sebastian","Doggg"
"11/15/2013","15","Sebastian","Mean Games (Interlude)"
"10/22/2013","20","The Prodigy","Omen Reprise"
"10/2/2013","15","Camo & Krooked","All Fall Down"
"9/30/2013","23","Camo & Krooked","Ruhepuls"
"9/29/2013","15","Kill Paris","I'm Free"
"9/10/2013","17","Digitalism","Apollo-Gize"
"9/6/2013","19","Sebastian","Arabest"
"9/5/2013","16","Boards of Canada","Come to Dust"
"9/5/2013","24","Sebastian","Greel"
"9/4/2013","26","Sebastian","Organia"
"9/3/2013","24","Sebastian","Kindercut"
"8/30/2013","17","Justice","Phantom Pt. II"
"8/27/2013","17","Sebastian","Love In Motion (Skrillex's Funkt-Out Remix)"
"8/23/2013","20","Digitalism","Reeperbahn"
"8/22/2013","17","Boards of Canada","Semena Mertvykh"
"8/21/2013","16","Neosignal","1000 Volt"
"8/21/2013","16","deadmau5","Strobe"
"8/21/2013","21","Nero","Choices"
"8/20/2013","30","Justice","Canon (Primo)"
"8/18/2013","17","Sebastian","Motor"
"8/16/2013","15","Yuksek","A Certain Life"
"8/14/2013","16","Justice","Presence"
"8/14/2013","15","The Chemical Brothers","Surface To Air"
"8/11/2013","20","Noisia","Diplodocus (Kill The Noise Remix)"
"8/1/2013","15","Sebastian","Yes"
"8/1/2013","26","Daft Punk","Too Long"
"8/1/2013","16","deadmau5","Bleed"
"7/28/2013","28","Camo & Krooked","All Night"
"7/26/2013","15","Justice","DVNO"
"7/26/2013","21","Sebastian","H.A.L."
"7/25/2013","17","Yuksek","Eat My Bear"
"7/20/2013","17","deadmau5","Not Exactly"
"7/20/2013","16","Boys Noize","Jeffer"
"7/20/2013","25","Sebastian","Prime"
"7/20/2013","25","Justice","We Are your Friends (reprise)"
"7/20/2013","20","Yuksek","I Like To Play"
"7/19/2013","21","Noisia","Stigma (Neosignal Remix)"
"7/6/2013","19","deadmau5","Some Chords; Tiny Dancer"
"6/27/2013","17","The Bloody Beetroots","Fucked From Above 1985"
"6/19/2013","17","Justice","Waters of Nazareth"
"6/17/2013","15","Justice","Phantom Pt. 1.5"
"6/17/2013","16","Daft Punk","Digital Love"
"6/15/2013","15","Camo & Krooked","Change Me"
"6/13/2013","15","Justice","Presence"
"6/11/2013","23","Sebastian","Total"
"6/11/2013","17","Daft Punk","Aerodynamic"
"6/7/2013","29","Justice","Phantom Pt. II"
"6/6/2013","18","Justice","Civilization"
"6/2/2013","15","Daft Punk","Face to Face"
"6/2/2013","15","Sebastian","Jack Wire (instrumental version)"
"5/31/2013","19","Sebastian","Fried"
"5/30/2013","17","Justice","Presence"
"5/25/2013","31","Sebastian","Jack Wire (instrumental version)"
"5/21/2013","16","Daft Punk","Make Love"
"5/21/2013","18","Sebastian","Doggg"
"5/16/2013","24","Sebastian","Testarossa Autodrive (Sebastian Remix)"
"5/15/2013","39","Sebastian","Fried"
"5/14/2013","44","Sebastian","Tetra"
